0.0,2.0,0.0,0.0,2.0,0.0,0.0,100.0
9.2,8.0,6.1,6.3,6.2,6.9,2.0,100.0
8.0,6.0,6.1,3.0,4.1,5.0,0.0,100.0
1.0,1.0,2.0,2.0,0.0,1.0,2.0,100.0
13.1,5.0,4.1,6.9,4.1,6.1,25.5,67.7
1.0,1.0,1.0,1.0,100.0,0.0,2.0,0.0
1.0,1.0,1.0,2.0,100.0,0.0,2.0,1.0
100.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0
100.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0
37.6,5.9,2.0,1.0,60.6,0.0,1.0,1.0
2.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0
9.9,3.1,5.1,3.0,100.0,2.0,6.1,5.1
3.1,1.0,3.1,1.0,96.0,5.1,3.0,2.1
3.1,2.0,0.0,1.0,48.0,53.5,2.0,1.0
98.0,4.1,6.1,2.1,7.1,2.1,6.1,4.1
1.0,1.0,2.0,0.0,1.0,2.0,0.0,100.0
8.2,11.3,32.7,9.1,38.0,46.5,22.8,9.7
2.0,2.0,2.0,100.0,3.0,0.0,1.0,1.0
4.0,3.0,1.0,100.0,5.9,0.0,1.0,2.0
13.7,9.4,9.3,8.1,8.4,8.1,11.0,93.0
9.0,2.1,6.1,5.0,3.1,2.0,22.0,80.2
3.0,12.2,40.0,48.0,1.0,0.0,3.0,1.0
0.0,2.0,70.0,0.0,2.0,30.0,0.0,1.0
0.0,1.0,0.0,1.0,60.0,42.0,2.0,1.0
0.0,0.0,0.0,1.0,0.0,100.0,3.9,0.0
1.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0
1.0,2.0,2.0,0.0,0.0,100.0,2.0,0.0
0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
0.0,0.0,2.0,0.0,0.0,100.0,1.0,1.0
0.0,0.0,2.0,0.0,0.0,100.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0
0.0,0.0,2.0,0.0,0.0,100.0,1.0,0.0
68.3,22.5,0.0,0.0,0.0,10.1,1.0,1.0
100.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
26.0,0.0,1.0,74.7,2.0,0.0,0.0,0.0
0.0,1.0,2.0,100.0,1.0,0.0,1.0,1.0
0.0,0.0,19.8,0.0,80.2,0.0,1.0,0.0
0.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,100.0,0.0,2.0,1.0
1.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0
0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
2.0,1.0,1.0,0.0,100.0,0.0,2.0,2.0
1.0,0.0,3.0,0.0,31.3,69.3,1.0,0.0
0.0,0.0,2.0,0.0,0.0,100.0,2.0,0.0
0.0,1.0,1.0,1.0,74.3,25.3,1.0,2.0
2.0,1.0,2.9,2.0,25.0,76.2,1.0,0.0
1.0,2.0,3.0,2.0,56.4,44.6,4.0,0.0
5.9,3.9,3.0,4.0,65.3,36.6,5.0,2.0
2.0,1.0,3.0,79.2,1.0,2.0,0.0,21.2
2.9,1.0,0.0,100.0,0.0,0.0,2.0,0.0
0.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0
1.0,2.9,100.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0
3.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,2.0,1.0,0.0
2.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0
2.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0
66.3,2.0,16.0,0.0,24.2,1.0,1.0,1.0
100.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
100.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0
100.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,4.1,4.0,100.0,1.0,0.0,1.0
1.0,0.0,3.0,0.0,100.0,1.0,1.0,0.0
2.0,1.0,1.0,30.3,70.0,2.0,2.0,1.0
1.0,1.0,0.0,100.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0
5.0,2.0,3.0,95.0,3.0,1.0,6.0,4.0
6.1,5.1,4.0,34.0,25.3,3.0,5.1,46.0
3.0,3.0,47.0,54.0,2.9,0.0,1.0,1.0
2.0,3.0,0.0,100.0,3.9,1.0,1.0,1.0
3.0,1.0,2.0,47.0,54.5,0.0,1.0,0.0
1.0,3.9,2.0,1.0,100.0,1.0,3.0,0.0
3.0,4.0,2.0,1.0,100.0,1.0,2.0,0.0
2.9,1.0,1.0,0.0,100.0,0.0,2.0,2.0
4.9,2.0,2.0,1.0,41.4,58.6,0.0,1.0
3.0,3.0,5.9,4.0,28.0,72.0,1.0,3.0
0.0,2.0,1.0,0.0,100.0,0.0,2.0,0.0
4.0,3.0,3.0,0.0,97.0,5.0,4.0,1.0
6.8,3.9,4.0,1.0,75.8,26.5,2.0,2.0
5.0,1.0,0.0,0.0,3.0,1.0,1.0,100.0
5.8,2.0,2.0,3.9,2.0,2.0,2.0,100.0
2.0,1.0,2.0,0.0,3.0,2.0,1.0,100.0
3.9,3.0,2.0,1.0,3.0,0.0,48.5,53.5
3.9,1.0,6.9,0.0,0.0,4.0,0.0,100.0
4.9,1.0,2.0,5.0,4.0,2.0,8.1,92.1
3.0,0.0,3.9,3.9,2.0,1.0,100.0,3.0
4.0,3.0,3.0,1.0,4.0,1.0,1.0,100.0
1.0,1.0,1.0,1.0,2.0,2.0,0.0,100.0
1.0,0.0,22.0,0.0,1.0,0.0,78.0,0.0
1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,100.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,100.0,0.0,0.0,1.0,2.0,0.0
2.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
0.0,2.0,2.0,100.0,2.0,3.0,2.0,1.0
5.8,2.0,78.8,21.8,3.0,1.0,1.0,2.0
2.0,3.9,100.0,0.0,3.0,0.0,3.9,1.0
3.9,0.0,100.0,0.0,1.0,1.0,0.0,2.0
3.9,1.0,100.0,2.0,3.0,1.0,0.0,0.0
4.0,1.0,78.0,23.8,2.0,0.0,3.0,1.0
3.0,1.0,0.0,100.0,3.0,2.9,3.0,2.0
2.9,3.0,2.0,3.0,93.9,6.9,2.0,2.0
1.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0
5.0,4.0,5.1,4.8,100.0,2.0,3.1,4.9
15.8,2.0,0.0,0.0,100.0,0.0,2.0,14.9
4.0,3.0,0.0,0.0,100.0,2.0,2.0,1.0
3.0,8.1,44.4,1.0,30.0,6.1,4.0,32.0
1.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1.0,1.0,2.0,1.0,100.0,0.0,2.0,0.0
1.0,1.0,1.0,2.0,100.0,0.0,1.0,0.0
6.8,0.0,1.0,1.0,0.0,100.0,6.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0
0.0,2.0,0.0,0.0,100.0,0.0,1.0,0.0
5.0,3.0,4.0,17.8,85.0,1.0,4.0,0.0
4.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0
2.0,3.0,0.0,100.0,2.0,1.0,0.0,0.0
1.0,0.0,0.0,100.0,0.0,0.0,2.0,0.0
1.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0
2.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,100.0,0.0,1.0,2.0,0.0
0.0,0.0,0.0,100.0,0.0,0.0,3.0,1.0
0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0
2.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,100.0,0.0,1.0,2.9,0.0
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,100.0,1.0,0.0,2.0,0.0
100.0,2.0,4.0,3.0,1.0,1.0,0.0,1.0
100.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0
0.0,17.0,0.0,0.0,84.0,0.0,2.0,0.0
3.0,0.0,4.1,0.0,65.0,35.1,1.0,0.0
2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1.0,1.0,10.9,1.0,100.0,0.0,1.0,3.0
8.7,4.1,5.9,25.3,100.0,3.0,8.2,8.9
1.0,1.0,2.0,1.0,100.0,0.0,1.0,0.0
2.0,1.0,3.0,2.0,100.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,100.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0
1.0,2.0,3.0,1.0,100.0,0.0,1.0,1.0
0.0,0.0,2.0,0.0,100.0,0.0,1.0,0.0
3.9,1.0,2.0,0.0,100.0,0.0,2.0,0.0
1.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,100.0,0.0,2.0,1.0
1.0,0.0,2.0,0.0,100.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,100.0,0.0,3.0,1.0
4.0,2.0,5.0,0.0,100.0,0.0,3.1,0.0
1.0,2.0,1.0,1.0,100.0,0.0,0.0,0.0
3.0,3.9,2.0,2.0,100.0,1.0,1.0,2.9
1.0,0.0,1.0,0.0,100.0,2.0,4.0,1.0
0.0,1.0,1.0,2.0,100.0,0.0,2.0,0.0
1.0,1.0,1.0,0.0,0.0,34.0,1.0,66.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
7.0,8.9,90.9,9.0,12.0,3.0,3.0,1.0
2.0,0.0,100.0,1.0,2.0,2.0,0.0,1.0
2.0,2.0,100.0,1.0,2.0,0.0,1.0,0.0
0.0,1.0,100.0,1.0,2.0,1.0,1.0,1.0
12.0,6.2,66.7,38.0,13.1,14.6,7.2,8.8
4.0,6.1,53.0,42.6,8.1,15.2,2.0,24.8
5.9,2.0,3.0,4.0,23.2,2.0,81.0,0.0
4.9,3.0,4.0,3.0,3.0,1.0,100.0,1.0
3.0,2.0,3.0,0.0,3.0,5.0,100.0,1.0
